"Symbol","price","grahamNumber","yearHigh","yearLow","grahamMinusPrice","DCF","DCFminusPrice","InsiderPurchased","TransactionCount","TransactionCountBand"
"AEM",63.28,35.395183006222,74.5,45.42,-27.884816993778,"64.0443249736704","0.764324973670398",0,0,"1-12"
"AEM.TO",79.14,35.0756637347427,89.95,58.02,-44.0643362652573,"79.899140610954","0.759140610954006",0,0,"1-12"
"AEP",101.51,71.4884539035685,101.61,80.22,-30.0215460964315,"102.321299683852","0.811299683851999",-2442355.4,7,"1-12"
"AER",50.5,60.4084781784808,71.38,43.75,9.90847817848083,"59.8887040867446","9.3887040867446",0,0,"1-12"
"AES",26.22,7.72177204369135,28.86,19.76,-18.4982279563086,"27.6316766467066","1.4116766467066",-1352332.36,12,"12-45"
"AGCO",144.72,110.707945514313,158.62,108.56,-34.0120544856874,"156.480582010582","11.760582010582",0,0,"1-12"
"AGR",47.49,56.2838723599577,55.57,42.2,8.79387235995767,"52.2509819121447","4.7609819121447",-830896.88,16,"12-45"
"AJG",176.4,68.98409419586,177.245,126.9,-107.41590580414,"178.464107296665","2.06410729666499",6683760.738,92,"45<"
"AKAM",120.51,50.155541828964,121.8,96.86,-70.354458171036,"123.758685030839","3.248685030839",-6341751.26,71,"45<"
"ALB",224.92,37.1833651600538,291.48,143.26,-187.736634839946,"229.032725638529","4.11272563852901",0,0,"1-12"
"ALGN",446.41,100.720263196588,737.45,372.62,-345.689736803412,"460.285678404645","13.875678404645",0,0,"1-12"
"ALNY",169.29,29.2172688603021,212,125,-140.072731139698,"176.421085523455","7.131085523455",0,0,"1-12"
"ALUP11.SA",28.19,15.1611653719797,28.53,23.14,-13.0288346280203,"28.6359052330627","0.4459052330627",0,0,"1-12"
"ALXN",182.5,57.4033004244771,187.45,99.91,-125.096699575523,"196.0303514377","13.5303514377",0,0,"1-12"
"AM.PA",143.4,106.389337132412,145.7,81.85,-37.0106628675877,"193.765410979298","50.365410979298",0,0,"1-12"
"AMAT",127.41,44.2637930093376,167.06,114.39,-83.1462069906624,"132.845255712731","5.43525571273099",0,10,"1-12"
"AMC",23.3,14.9710699569429,72.62,8.31,-8.32893004305705,"26.6346599359041","3.3346599359041",-7443053.803,25,"12-45"
"AMD",108.19,19.5058214672297,164.46,72.5,-88.6841785327702,"110.290248550124","2.10024855012401",-16818790.18,12,"12-45"
"AME",134.38,53.9260638204977,148.07,121.8,-80.4539361795023,"135.88020333117","1.50020333117001",21748704.6355,53,"45<"
"AMGN",243.12,50.8626829430192,261,198.64,-192.257317056981,"256.660677966102","13.540677966102",-8595681.84,9,"1-12"
"AMH",40.85,16.5599084876816,44.07,33.59,-24.2900915123184,"41.0069585271042","0.156958527104202",32397.75,1,"1-12"
"AMP",297.41,151.771557142486,332.37,234.72,-145.638442857514,"355.071097852029","57.661097852029",-22097360.4013,7,"1-12"
"AMT",256.95,38.6203182000169,303.72,220,-218.329681799983,"261.320953858293","4.37095385829303",-10062740.28,39,"12-45"
"AMX",21.79,153.707214535765,21.81,13.72,131.917214535765,"21.79","0",0,0,"1-12"
"AMZN",3271.2,644.29539514108,3773.08,2671.45,-2626.90460485892,"3342.21960784314","71.01960784314",-1331817.46,5,"1-12"
"ANET",139.48,28.5452960727871,148.57,75.65,-110.934703927213,"141.433101994589","1.95310199458902",-76391512.353,49,"45<"
"ANSS",316.49,78.8976901673575,413.89,258,-237.592309832643,"324.139012464485","7.649012464485",-7800599.2,12,"12-45"
"ANTM",499.33,286.770381186841,505.95,349.05,-212.559618813159,"518.519933149823","19.189933149823",-46810668.66,30,"12-45"
"AON",328.83,23.6031553752106,331.895,223.19,-305.226844624789,"331.163762333762","2.33376233376202",-205413.03,22,"12-45"
"AOS",65.88,27.7006158619886,86.74,60.39,-38.1793841380114,"68.6062551966741","2.7262551966741",0,0,"1-12"
"APA",42.22,16.884092923588,42.77,15.55,-25.335907076412,"43.0189417989418","0.798941798941804",18759.8400000001,2,"1-12"
"APD",248.99,114.114961532986,316.39,216.24,-134.875038467014,"269.074943820225","20.084943820225",110087.360164,8,"1-12"
"APH",75.57,31.0812263788725,88.45,64.13,-44.4887736211275,"77.5163414634146","1.94634146341461",0,0,"1-12"
"APO",62.33,9.86349238507997,81.07,46.33,-52.46650761492,"66.3610314304977","4.03103143049771",-600,1,"1-12"
"APTV",119.07,39.9592418525086,180.81,94.75,-79.1107581474914,"130.6658625785","11.5958625785",-1304257.76,9,"1-12"
"AQN.TO",19.51,11.8200055117278,21.25,17.14,-7.68999448827221,"19.7603586259244","0.250358625924399",0,0,"1-12"
"ARE",205.97,114.389129818314,224.95,167.73,-91.5808701816856,"208.826731757451","2.856731757451",-82135.5,2,"1-12"
"ARES",83.04,25.0303255792542,90.08,50.46,-58.0096744207458,"90.7732099154977","7.7332099154977",0,0,"1-12"
"ARX.TO",17.11,16.3547193722497,17.5,7.26,-0.755280627750295,"17.11","0",0,0,"1-12"
"ARZZ3.SA",93.72,38.3562356523874,101.84,63.39,-55.3637643476126,"94.0882849379644","0.368284937964404",0,0,"1-12"
"ASML",667.73,86.0926499027335,895.93,558.77,-581.637350097267,"684.317449296111","16.587449296111",0,0,"1-12"
"ATD-B.TO",49.67,24.2414703551899,52.42,36.03,-25.4285296448101,"52.3547680940087","2.6847680940087",0,0,"1-12"
"ATO",121.41,83.8463655098894,121.46,85.8,-37.5636344901106,"122.309017206587","0.899017206587004",1916631.50799,15,"12-45"
"ATVI",80.82,42.4016072418113,99.46,56.4,-38.4183927581887,"94.2171722365039","13.3971722365039",-1434370.136,6,"1-12"
"AVB",254.44,111.929757787095,259.05,183.58,-142.510242212905,"257.432490593259","2.99249059325899",0,2,"1-12"
"AVGO",626.98,153.087835891307,677.76,419.14,-473.892164108693,"655.870736342043","28.8907363420429",-46343388.314,35,"12-45"
"AVY",175.04,68.0794047623619,229.24,156.51,-106.960595237638,"176.974601664685","1.934601664685",0,0,"1-12"
"AWK",168.84,79.563941422617,189.65,144.2,-89.276058577383,"169.477362637363","0.637362637362997",0,0,"1-12"
"AXP",187.17,78.464685796678,199.55,140.68,-108.705314203322,"214.465285359801","27.295285359801",0,0,"1-12"
"AZO",1974.51,421.32298013696,2110,1367.96,-1553.18701986304,"2025.88659546471","51.3765954647099",-5006274.6863,23,"12-45"
"AZPN",166.96,35.3712040181659,169.22,122.29,-131.588795981834,"172.505946971909","5.54594697190899",0,1,"1-12"
"BA",190.76,66.2247705603238,260.48,167.58,-124.535229439676,"204.911142355009","14.151142355009",0,0,"1-12"
"BABA",110.2,659.485264494678,245.69,73.28,549.285264494678,"227.118205804749","116.918205804749",0,0,"1-12"
"BAC",40.9,50.3599177923104,50.11,36.51,9.4599177923104,"81.296616990076","40.396616990076",-657858,3,"1-12"
"BAH",89.31,27.8169921358016,91,69.68,-61.4930078641984,"96.4544267840357","7.1444267840357",-2407579.57,7,"1-12"
"BAM",57.15,6.87758747656278,62.47,43.96,-50.2724125234372,"63.7220524017467","6.5720524017467",0,0,"1-12"
"BAX",78.58,31.8146504746364,89.7,73.12,-46.7653495253636,"84.2879303675048","5.7079303675048",34740810.37,23,"12-45"
"BBY",90.38,52.2796434919641,141.97,85.58,-38.1003565080359,"102.156975531488","11.776975531488",-7570622.616,34,"12-45"
"BCE",56.13,42.0346452574848,56.33,45.6,-14.0953547425152,"56.3588810260947","0.228881026094697",0,0,"1-12"
"BCE.TO",70.23,42.0346452574848,71.94,57.2,-28.1953547425152,"70.4589063363928","0.228906336392797",0,0,"1-12"
"BDX",262.5,115.39978966366,280.62,235.13,-147.10021033634,"270.316110842928","7.81611084292803",0,1,"1-12"
"BEKE",14.01,23.7554776311479,61.39,7.31,9.7454776311479,"31.2926739717237","17.2826739717237",0,0,"1-12"
"BEN",27.93,43.8948864718447,38.27,26.45,15.9648864718447,"37.4024826742764","9.4724826742764",0,0,"1-12"
"BEP-UN.TO",51.29,0,55.4,39.24,-51.29,"54.0680767058614","2.7780767058614",0,0,"1-12"
"BF-B",67.85,15.3512138791038,81.57,62.33,-52.4987861208962,"70.2424589693287","2.3924589693287",0,0,"1-12"
"BG",112.78,136.829380122072,117.45,71.73,24.0493801220715,"118.793333333333","6.01333333333299",-185221159.47,67,"45<"
"BGNE",197.1,168.800534273417,426.56,136.09,-28.2994657265826,"197.099412974528","-0.000587025471986635",0,0,"1-12"
"BIDU",140.97,639.812860659876,228.53,102.18,498.842860659876,"245.731904761905","104.761904761905",0,0,"1-12"
"BIIB",210.65,121.392400450309,468.55,192.67,-89.2575995496906,"224.669838809671","14.019838809671",0,0,"1-12"
"BILI",27.62,65.6243176087608,129.24,14.93,38.0043176087608,"49.3746542081424","21.7546542081424",0,0,"1-12"
"BIP",67.26,0,67.32,52.44,-67.26,"72.0309535120462","4.77095351204619",0,0,"1-12"
"BK",49.45,67.7226677995355,64.63,45.8,18.2726677995355,"185.398567753559","135.948567753559",-57629.28,1,"1-12"
"BKR",36.42,13.4575216473498,39.78,18.75,-22.9624783526502,"42.1281481481481","5.7081481481481",-7765388.77,22,"12-45"
"BLDR",64.2,67.6497056672617,86.48,39.24,3.44970566726168,"64.4093822185089","0.209382218508892",-4430265.12,10,"1-12"
